sample_id	donor	condition_number	condition_name	ega_id	fq1
YGTCHTIDXA_5	YGTCHTIDXA	5	IAV	EGAR00001482586	_EGAR00001482586_EIP@YGTCHTIDXA-5_aligned.fq.gz
YHVPBZWUIX_1	YHVPBZWUIX	1	naive	EGAR00001482587	_EGAR00001482587_EIP@YHVPBZWUIX-1_aligned.fq.gz
YHVPBZWUIX_2	YHVPBZWUIX	2	LPS	EGAR00001482588	_EGAR00001482588_EIP@YHVPBZWUIX-2_aligned.fq.gz
YHVPBZWUIX_3	YHVPBZWUIX	3	Pam3CSK4	EGAR00001482589	_EGAR00001482589_EIP@YHVPBZWUIX-3_aligned.fq.gz
YHVPBZWUIX_4	YHVPBZWUIX	4	R848	EGAR00001482590	_EGAR00001482590_EIP@YHVPBZWUIX-4_aligned.fq.gz
YHVPBZWUIX_5	YHVPBZWUIX	5	IAV	EGAR00001482591	_EGAR00001482591_EIP@YHVPBZWUIX-5_aligned.fq.gz
YLIXROZXBT_1	YLIXROZXBT	1	naive	EGAR00001482592	_EGAR00001482592_EIP@YLIXROZXBT-1_aligned.fq.gz
YLIXROZXBT_2	YLIXROZXBT	2	LPS	EGAR00001482593	_EGAR00001482593_EIP@YLIXROZXBT-2_aligned.fq.gz
YLIXROZXBT_3	YLIXROZXBT	3	Pam3CSK4	EGAR00001482594	_EGAR00001482594_EIP@YLIXROZXBT-3_aligned.fq.gz
YLIXROZXBT_4	YLIXROZXBT	4	R848	EGAR00001482595	_EGAR00001482595_EIP@YLIXROZXBT-4_aligned.fq.gz
YLIXROZXBT_5	YLIXROZXBT	5	IAV	EGAR00001482596	_EGAR00001482596_EIP@YLIXROZXBT-5_aligned.fq.gz
YNDWPDEZNB_1	YNDWPDEZNB	1	naive	EGAR00001482597	_EGAR00001482597_EIP@YNDWPDEZNB-1_aligned.fq.gz
YNDWPDEZNB_2	YNDWPDEZNB	2	LPS	EGAR00001482598	_EGAR00001482598_EIP@YNDWPDEZNB-2_aligned.fq.gz
YNDWPDEZNB_3	YNDWPDEZNB	3	Pam3CSK4	EGAR00001482599	_EGAR00001482599_EIP@YNDWPDEZNB-3_aligned.fq.gz
YNDWPDEZNB_4	YNDWPDEZNB	4	R848	EGAR00001482600	_EGAR00001482600_EIP@YNDWPDEZNB-4_aligned.fq.gz
YNDWPDEZNB_5	YNDWPDEZNB	5	IAV	EGAR00001482601	_EGAR00001482601_EIP@YNDWPDEZNB-5_aligned.fq.gz
YNWYVLKSHI_1	YNWYVLKSHI	1	naive	EGAR00001482602	_EGAR00001482602_EIP@YNWYVLKSHI-1_aligned.fq.gz
YNWYVLKSHI_2	YNWYVLKSHI	2	LPS	EGAR00001482603	_EGAR00001482603_EIP@YNWYVLKSHI-2_aligned.fq.gz
YNWYVLKSHI_3	YNWYVLKSHI	3	Pam3CSK4	EGAR00001482604	_EGAR00001482604_EIP@YNWYVLKSHI-3_aligned.fq.gz
YNWYVLKSHI_4	YNWYVLKSHI	4	R848	EGAR00001482605	_EGAR00001482605_EIP@YNWYVLKSHI-4_aligned.fq.gz
YNWYVLKSHI_5	YNWYVLKSHI	5	IAV	EGAR00001482606	_EGAR00001482606_EIP@YNWYVLKSHI-5_aligned.fq.gz
YSBVDOSAUV_1	YSBVDOSAUV	1	naive	EGAR00001482607	_EGAR00001482607_EIP@YSBVDOSAUV-1_aligned.fq.gz
YSBVDOSAUV_2	YSBVDOSAUV	2	LPS	EGAR00001482608	_EGAR00001482608_EIP@YSBVDOSAUV-2_aligned.fq.gz
YSBVDOSAUV_3	YSBVDOSAUV	3	Pam3CSK4	EGAR00001482609	_EGAR00001482609_EIP@YSBVDOSAUV-3_aligned.fq.gz
YSBVDOSAUV_4	YSBVDOSAUV	4	R848	EGAR00001482610	_EGAR00001482610_EIP@YSBVDOSAUV-4_aligned.fq.gz
YSBVDOSAUV_5	YSBVDOSAUV	5	IAV	EGAR00001482611	_EGAR00001482611_EIP@YSBVDOSAUV-5_aligned.fq.gz
YVZWCLXCMZ_1	YVZWCLXCMZ	1	naive	EGAR00001482612	_EGAR00001482612_EIP@YVZWCLXCMZ-1_aligned.fq.gz
YVZWCLXCMZ_2	YVZWCLXCMZ	2	LPS	EGAR00001482613	_EGAR00001482613_EIP@YVZWCLXCMZ-2_aligned.fq.gz
YVZWCLXCMZ_3	YVZWCLXCMZ	3	Pam3CSK4	EGAR00001482614	_EGAR00001482614_EIP@YVZWCLXCMZ-3_aligned.fq.gz
YVZWCLXCMZ_4	YVZWCLXCMZ	4	R848	EGAR00001482615	_EGAR00001482615_EIP@YVZWCLXCMZ-4_aligned.fq.gz
YVZWCLXCMZ_5	YVZWCLXCMZ	5	IAV	EGAR00001482616	_EGAR00001482616_EIP@YVZWCLXCMZ-5_aligned.fq.gz
ZFNTKCWISP_1	ZFNTKCWISP	1	naive	EGAR00001482617	_EGAR00001482617_EIP@ZFNTKCWISP-1_aligned.fq.gz
ZFNTKCWISP_2	ZFNTKCWISP	2	LPS	EGAR00001482618	_EGAR00001482618_EIP@ZFNTKCWISP-2_aligned.fq.gz
ZFNTKCWISP_3	ZFNTKCWISP	3	Pam3CSK4	EGAR00001482619	_EGAR00001482619_EIP@ZFNTKCWISP-3_aligned.fq.gz
ZFNTKCWISP_4	ZFNTKCWISP	4	R848	EGAR00001482620	_EGAR00001482620_EIP@ZFNTKCWISP-4_aligned.fq.gz
ZFNTKCWISP_5	ZFNTKCWISP	5	IAV	EGAR00001482621	_EGAR00001482621_EIP@ZFNTKCWISP-5_aligned.fq.gz
ZITGLOBOMO_1	ZITGLOBOMO	1	naive	EGAR00001482622	_EGAR00001482622_EIP@ZITGLOBOMO-1_aligned.fq.gz
ZITGLOBOMO_2	ZITGLOBOMO	2	LPS	EGAR00001482623	_EGAR00001482623_EIP@ZITGLOBOMO-2_aligned.fq.gz
ZITGLOBOMO_3	ZITGLOBOMO	3	Pam3CSK4	EGAR00001482624	_EGAR00001482624_EIP@ZITGLOBOMO-3_aligned.fq.gz
ZITGLOBOMO_4	ZITGLOBOMO	4	R848	EGAR00001482625	_EGAR00001482625_EIP@ZITGLOBOMO-4_aligned.fq.gz
ZITGLOBOMO_5	ZITGLOBOMO	5	IAV	EGAR00001482626	_EGAR00001482626_EIP@ZITGLOBOMO-5_aligned.fq.gz
ZUVQHENAAQ_1	ZUVQHENAAQ	1	naive	EGAR00001482627	_EGAR00001482627_EIP@ZUVQHENAAQ-1_aligned.fq.gz
ZUVQHENAAQ_2	ZUVQHENAAQ	2	LPS	EGAR00001482628	_EGAR00001482628_EIP@ZUVQHENAAQ-2_aligned.fq.gz
ZUVQHENAAQ_3	ZUVQHENAAQ	3	Pam3CSK4	EGAR00001482629	_EGAR00001482629_EIP@ZUVQHENAAQ-3_aligned.fq.gz
ZUVQHENAAQ_4	ZUVQHENAAQ	4	R848	EGAR00001482630	_EGAR00001482630_EIP@ZUVQHENAAQ-4_aligned.fq.gz
ZUVQHENAAQ_5	ZUVQHENAAQ	5	IAV	EGAR00001482631	_EGAR00001482631_EIP@ZUVQHENAAQ-5_aligned.fq.gz
ZXREOJEFLG_1	ZXREOJEFLG	1	naive	EGAR00001482632	_EGAR00001482632_EIP@ZXREOJEFLG-1_aligned.fq.gz
ZXREOJEFLG_2	ZXREOJEFLG	2	LPS	EGAR00001482633	_EGAR00001482633_EIP@ZXREOJEFLG-2_aligned.fq.gz
ZXREOJEFLG_3	ZXREOJEFLG	3	Pam3CSK4	EGAR00001482634	_EGAR00001482634_EIP@ZXREOJEFLG-3_aligned.fq.gz
ZXREOJEFLG_4	ZXREOJEFLG	4	R848	EGAR00001482635	_EGAR00001482635_EIP@ZXREOJEFLG-4_aligned.fq.gz
ZXREOJEFLG_5	ZXREOJEFLG	5	IAV	EGAR00001482636	_EGAR00001482636_EIP@ZXREOJEFLG-5_aligned.fq.gz
ZYNEMKVQEG_1	ZYNEMKVQEG	1	naive	EGAR00001482637	_EGAR00001482637_EIP@ZYNEMKVQEG-1_aligned.fq.gz
ZYNEMKVQEG_2	ZYNEMKVQEG	2	LPS	EGAR00001482638	_EGAR00001482638_EIP@ZYNEMKVQEG-2_aligned.fq.gz
ZYNEMKVQEG_3	ZYNEMKVQEG	3	Pam3CSK4	EGAR00001482639	_EGAR00001482639_EIP@ZYNEMKVQEG-3_aligned.fq.gz
ZYNEMKVQEG_4	ZYNEMKVQEG	4	R848	EGAR00001482640	_EGAR00001482640_EIP@ZYNEMKVQEG-4_aligned.fq.gz
ZYNEMKVQEG_5	ZYNEMKVQEG	5	IAV	EGAR00001482641	_EGAR00001482641_EIP@ZYNEMKVQEG-5_aligned.fq.gz
