sample_id	donor	condition	replicate	condition_name	SL1344	IFNg	line_id	clone	ips_received	ips_started	passage_received	received_as	media	EB_formation	passage_diff	diff_start	salmonella_date	atac_date	flow_date	medium_changes	terminated	status	mean_purity	max_purity	genotype_id	open_access	sex	ips_culture_days	passage_diff_bins	rna_concentration	ng_ul_mean	macrophage_harvest	rna_extraction	rna_submit	library_pool	chemistry	rna_auto	macrophage_diff_days	macrophage_diff_bins	harvest_stimulation_days	max_purity_filtered	mean_purity_filtered	purity_bins
yemz_A	yemz	A	1	naive	control	naive	yemz_1	1	2015-01-14	2015-03-10	25	frozen	E8	2015-03-20	27	2015-03-23	2015-04-24	NA	2015-04-23	9	2015-05-07	Success	0.995252008765522	0.997443389335281	HPSI1013i-yemz_1	1	male	10	20	0-100	88.2075	2015-04-17	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.997443389335281	0.995252008765522	high
yemz_B	yemz	B	1	IFNg	control	primed	yemz_1	1	2015-01-14	2015-03-10	25	frozen	E8	2015-03-20	27	2015-03-23	2015-04-24	NA	2015-04-23	9	2015-05-07	Success	0.995252008765522	0.997443389335281	HPSI1013i-yemz_1	1	male	10	20	0-100	88.2075	2015-04-17	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.997443389335281	0.995252008765522	high
yemz_C	yemz	C	1	SL1344	infected	naive	yemz_1	1	2015-01-14	2015-03-10	25	frozen	E8	2015-03-20	27	2015-03-23	2015-04-24	NA	2015-04-23	9	2015-05-07	Success	0.995252008765522	0.997443389335281	HPSI1013i-yemz_1	1	male	10	20	0-100	88.2075	2015-04-17	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.997443389335281	0.995252008765522	high
yemz_D	yemz	D	1	IFNg_SL1344	infected	primed	yemz_1	1	2015-01-14	2015-03-10	25	frozen	E8	2015-03-20	27	2015-03-23	2015-04-24	NA	2015-04-23	9	2015-05-07	Success	0.995252008765522	0.997443389335281	HPSI1013i-yemz_1	1	male	10	20	0-100	88.2075	2015-04-17	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	7	0.997443389335281	0.995252008765522	high
yuze_A	yuze	A	1	naive	control	naive	yuze_1	1	2014-07-03	2014-07-03	53	alive	KSR	2014-07-08	54	2014-07-11	2014-08-22	NA	2014-08-28	10	2014-09-09	Success	0.991012114107073	0.993635906883269	HPSI0413i-yuze_1	0	male	5	40	100-200	136.7475	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	45	40	8	0.993635906883269	0.991012114107073	high
yuze_B	yuze	B	1	IFNg	control	primed	yuze_1	1	2014-07-03	2014-07-03	53	alive	KSR	2014-07-08	54	2014-07-11	2014-08-22	NA	2014-08-28	10	2014-09-09	Success	0.991012114107073	0.993635906883269	HPSI0413i-yuze_1	0	male	5	40	100-200	136.7475	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	45	40	8	0.993635906883269	0.991012114107073	high
yuze_C	yuze	C	1	SL1344	infected	naive	yuze_1	1	2014-07-03	2014-07-03	53	alive	KSR	2014-07-08	54	2014-07-11	2014-08-22	NA	2014-08-28	10	2014-09-09	Success	0.991012114107073	0.993635906883269	HPSI0413i-yuze_1	0	male	5	40	100-200	136.7475	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	45	40	8	0.993635906883269	0.991012114107073	high
yuze_D	yuze	D	1	IFNg_SL1344	infected	primed	yuze_1	1	2014-07-03	2014-07-03	53	alive	KSR	2014-07-08	54	2014-07-11	2014-08-22	NA	2014-08-28	10	2014-09-09	Success	0.991012114107073	0.993635906883269	HPSI0413i-yuze_1	0	male	5	40	100-200	136.7475	2014-08-14	2014-09-08	2014-11-18	3226_RNA-2_191114	V4	FALSE	45	40	8	0.993635906883269	0.991012114107073	high
zaui_A	zaui	A	1	naive	control	naive	zaui_3	3	2015-01-14	2015-09-15	33	frozen	E8	2015-10-08	38	2015-10-11	2015-11-18	2015-11-18	2015-11-27	9	2015-11-30	Success	0.892098004218725	0.899399643030991	HPSI0513i-zaui_3	0	female	23	30	100-200	144.965	2015-11-11	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	41	40	7	0.899399643030991	0.892098004218725	low
zaui_B	zaui	B	1	IFNg	control	primed	zaui_3	3	2015-01-14	2015-09-15	33	frozen	E8	2015-10-08	38	2015-10-11	2015-11-18	2015-11-18	2015-11-27	9	2015-11-30	Success	0.892098004218725	0.899399643030991	HPSI0513i-zaui_3	0	female	23	30	100-200	144.965	2015-11-11	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	41	40	7	0.899399643030991	0.892098004218725	low
zaui_C	zaui	C	1	SL1344	infected	naive	zaui_3	3	2015-01-14	2015-09-15	33	frozen	E8	2015-10-08	38	2015-10-11	2015-11-18	2015-11-18	2015-11-27	9	2015-11-30	Success	0.892098004218725	0.899399643030991	HPSI0513i-zaui_3	0	female	23	30	100-200	144.965	2015-11-11	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	41	40	7	0.899399643030991	0.892098004218725	low
zaui_D	zaui	D	1	IFNg_SL1344	infected	primed	zaui_3	3	2015-01-14	2015-09-15	33	frozen	E8	2015-10-08	38	2015-10-11	2015-11-18	2015-11-18	2015-11-27	9	2015-11-30	Success	0.892098004218725	0.899399643030991	HPSI0513i-zaui_3	0	female	23	30	100-200	144.965	2015-11-11	2015-11-30	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	41	40	7	0.899399643030991	0.892098004218725	low
zisa_A	zisa	A	1	naive	control	naive	zisa_3	3	2014-05-12	2014-05-12	29	alive	KSR	2014-05-18	30	2014-05-22	2014-07-15	NA	2014-07-01	8	2014-07-15	Success	0.987375415282392	0.990365448504983	HPSI0613i-zisa_3	0	male	6	30	100-200	116.8425	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	58	50	6	0.990365448504983	0.987375415282392	high
zisa_B	zisa	B	1	IFNg	control	primed	zisa_3	3	2014-05-12	2014-05-12	29	alive	KSR	2014-05-18	30	2014-05-22	2014-07-15	NA	2014-07-01	8	2014-07-15	Success	0.987375415282392	0.990365448504983	HPSI0613i-zisa_3	0	male	6	30	100-200	116.8425	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	58	50	6	0.990365448504983	0.987375415282392	high
zisa_C	zisa	C	1	SL1344	infected	naive	zisa_3	3	2014-05-12	2014-05-12	29	alive	KSR	2014-05-18	30	2014-05-22	2014-07-15	NA	2014-07-01	8	2014-07-15	Success	0.987375415282392	0.990365448504983	HPSI0613i-zisa_3	0	male	6	30	100-200	116.8425	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	58	50	6	0.990365448504983	0.987375415282392	high
zisa_D	zisa	D	1	IFNg_SL1344	infected	primed	zisa_3	3	2014-05-12	2014-05-12	29	alive	KSR	2014-05-18	30	2014-05-22	2014-07-15	NA	2014-07-01	8	2014-07-15	Success	0.987375415282392	0.990365448504983	HPSI0613i-zisa_3	0	male	6	30	100-200	116.8425	2014-07-09	2014-07-15	2014-11-18	3226_RNA-1_191114	V4	FALSE	58	50	6	0.990365448504983	0.987375415282392	high
zuta_A	zuta	A	1	naive	control	naive	zuta_1	1	2014-10-10	2014-10-10	31	alive	KSR	2014-10-16	32	2014-10-20	2014-11-20	NA	2014-11-21	6	2014-11-27	Success	0.996773460577142	1	HPSI1113i-zuta_1	0	male	6	30	100-200	129.37	2014-11-14	2014-11-25	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	35	30	6	1	0.996773460577142	high
zuta_B	zuta	B	1	IFNg	control	primed	zuta_1	1	2014-10-10	2014-10-10	31	alive	KSR	2014-10-16	32	2014-10-20	2014-11-20	NA	2014-11-21	6	2014-11-27	Success	0.996773460577142	1	HPSI1113i-zuta_1	0	male	6	30	100-200	129.37	2014-11-14	2014-11-25	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	35	30	6	1	0.996773460577142	high
zuta_C	zuta	C	1	SL1344	infected	naive	zuta_1	1	2014-10-10	2014-10-10	31	alive	KSR	2014-10-16	32	2014-10-20	2014-11-20	NA	2014-11-21	6	2014-11-27	Success	0.996773460577142	1	HPSI1113i-zuta_1	0	male	6	30	100-200	129.37	2014-11-14	2014-11-25	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	35	30	6	1	0.996773460577142	high
zuta_D	zuta	D	1	IFNg_SL1344	infected	primed	zuta_1	1	2014-10-10	2014-10-10	31	alive	KSR	2014-10-16	32	2014-10-20	2014-11-20	NA	2014-11-21	6	2014-11-27	Success	0.996773460577142	1	HPSI1113i-zuta_1	0	male	6	30	100-200	129.37	2014-11-14	2014-11-25	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	35	30	6	1	0.996773460577142	high
