sample_id	genotype_id	sex	cell_type	condition	timepoint	read_length	stranded	paired	protocol	qtl_mapping	study	ega_id
XEREJQIZGS_1	XEREJQIZGS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482559
XEREJQIZGS_2	XEREJQIZGS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482560
XEREJQIZGS_3	XEREJQIZGS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482561
XEREJQIZGS_4	XEREJQIZGS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482562
XEREJQIZGS_5	XEREJQIZGS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482563
XMOTLOQRUM_1	XMOTLOQRUM	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482564
XMOTLOQRUM_2	XMOTLOQRUM	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482565
XMOTLOQRUM_3	XMOTLOQRUM	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482566
XMOTLOQRUM_4	XMOTLOQRUM	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482567
XMOTLOQRUM_5	XMOTLOQRUM	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482568
XMVRXWDRJP_1	XMVRXWDRJP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482569
XMVRXWDRJP_2	XMVRXWDRJP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482570
XMVRXWDRJP_3	XMVRXWDRJP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482571
XMVRXWDRJP_4	XMVRXWDRJP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482572
XNUSMBQPYI_1	XNUSMBQPYI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482573
XNUSMBQPYI_3	XNUSMBQPYI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482574
XNUSMBQPYI_4	XNUSMBQPYI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482575
XNUSMBQPYI_5	XNUSMBQPYI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482576
YCBSQOLROQ_1	YCBSQOLROQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482577
YCBSQOLROQ_2	YCBSQOLROQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482578
YCBSQOLROQ_3	YCBSQOLROQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482579
YCBSQOLROQ_4	YCBSQOLROQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482580
YCBSQOLROQ_5	YCBSQOLROQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482581
YGTCHTIDXA_1	YGTCHTIDXA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482582
YGTCHTIDXA_2	YGTCHTIDXA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482583
YGTCHTIDXA_3	YGTCHTIDXA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482584
YGTCHTIDXA_4	YGTCHTIDXA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482585
YGTCHTIDXA_5	YGTCHTIDXA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482586
YHVPBZWUIX_1	YHVPBZWUIX	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482587
YHVPBZWUIX_2	YHVPBZWUIX	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482588
YHVPBZWUIX_3	YHVPBZWUIX	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482589
YHVPBZWUIX_4	YHVPBZWUIX	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482590
YHVPBZWUIX_5	YHVPBZWUIX	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482591
YLIXROZXBT_1	YLIXROZXBT	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482592
YLIXROZXBT_2	YLIXROZXBT	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482593
YLIXROZXBT_3	YLIXROZXBT	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482594
YLIXROZXBT_4	YLIXROZXBT	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482595
YLIXROZXBT_5	YLIXROZXBT	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482596
YNDWPDEZNB_1	YNDWPDEZNB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482597
YNDWPDEZNB_2	YNDWPDEZNB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482598
YNDWPDEZNB_3	YNDWPDEZNB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482599
YNDWPDEZNB_4	YNDWPDEZNB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482600
YNDWPDEZNB_5	YNDWPDEZNB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482601
YNWYVLKSHI_1	YNWYVLKSHI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482602
YNWYVLKSHI_2	YNWYVLKSHI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482603
YNWYVLKSHI_3	YNWYVLKSHI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482604
YNWYVLKSHI_4	YNWYVLKSHI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482605
YNWYVLKSHI_5	YNWYVLKSHI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482606
YSBVDOSAUV_1	YSBVDOSAUV	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482607
YSBVDOSAUV_2	YSBVDOSAUV	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482608
YSBVDOSAUV_3	YSBVDOSAUV	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482609
YSBVDOSAUV_4	YSBVDOSAUV	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482610
YSBVDOSAUV_5	YSBVDOSAUV	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482611
YVZWCLXCMZ_1	YVZWCLXCMZ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482612
YVZWCLXCMZ_2	YVZWCLXCMZ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482613
YVZWCLXCMZ_3	YVZWCLXCMZ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482614
YVZWCLXCMZ_4	YVZWCLXCMZ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482615
YVZWCLXCMZ_5	YVZWCLXCMZ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482616
ZFNTKCWISP_1	ZFNTKCWISP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482617
ZFNTKCWISP_2	ZFNTKCWISP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482618
ZFNTKCWISP_3	ZFNTKCWISP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482619
ZFNTKCWISP_4	ZFNTKCWISP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482620
ZFNTKCWISP_5	ZFNTKCWISP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482621
ZITGLOBOMO_1	ZITGLOBOMO	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482622
ZITGLOBOMO_2	ZITGLOBOMO	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482623
ZITGLOBOMO_3	ZITGLOBOMO	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482624
ZITGLOBOMO_4	ZITGLOBOMO	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482625
ZITGLOBOMO_5	ZITGLOBOMO	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482626
ZUVQHENAAQ_1	ZUVQHENAAQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482627
ZUVQHENAAQ_2	ZUVQHENAAQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482628
ZUVQHENAAQ_3	ZUVQHENAAQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482629
ZUVQHENAAQ_4	ZUVQHENAAQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482630
ZUVQHENAAQ_5	ZUVQHENAAQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482631
ZXREOJEFLG_1	ZXREOJEFLG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482632
ZXREOJEFLG_2	ZXREOJEFLG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482633
ZXREOJEFLG_3	ZXREOJEFLG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482634
ZXREOJEFLG_4	ZXREOJEFLG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482635
ZXREOJEFLG_5	ZXREOJEFLG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482636
ZYNEMKVQEG_1	ZYNEMKVQEG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482637
ZYNEMKVQEG_2	ZYNEMKVQEG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482638
ZYNEMKVQEG_3	ZYNEMKVQEG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482639
ZYNEMKVQEG_4	ZYNEMKVQEG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482640
ZYNEMKVQEG_5	ZYNEMKVQEG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482641
